,vc1,vc2,vc,vc_int
45586,9-1-36(a),22-2-88(b),9-1-36(a),119
45587,9-1-36(a),22-2-88(b),9-1-36(a),119
45588,9-1-36(a),9-1-36(a),9-1-36(a),119
45589,9-1-36(a),9-1-111,9-1-36(a),119
45590,9-1-36(a),22-2-88(b),9-1-36(a),119
45591,9-1-36(a),22-2-43,9-1-36(a),119
45592,9-1-36(a),22-2-88(b),9-1-36(a),119
45593,22-2-88,22-2-88(b),22-2-88,33
45594,9-1-36(a),9-1-111,9-1-36(a),119
45595,9-1-36(a),9-1-111,9-1-36(a),119
45596,9-1-36(a),22-2-61,9-1-36(a),119
45597,9-1-36(a),22-2-43,9-1-36(a),119
45598,9-1-36(a),22-2-88(b),9-1-36(a),119
45599,22-2-88,19420901,22-2-88,33
45600,9-1-36(a),22-2-88(b),9-1-36(a),119
45601,9-1-36(a),9-1-104,9-1-36(a),119
45602,22-2-21(b),22-2-49(a),22-2-21(b),10
45603,9-1-36(a),22-2-43,9-1-36(a),119
45604,9-1-36(a),22-2-43,9-1-36(a),119
45605,22-2-88,22-2-88(b),22-2-88,33
45606,9-1-36(a),22-2-88(b),9-1-36(a),119
45607,9-1-36(a),22-2-88(b),9-1-36(a),119
45608,22-2-88,22-2-43,22-2-88,33
45609,22-2-83(a)(b)(c),9-1-36(a),22-2-83(a)(b)(c),25
45610,22-2-83(a)(b)(c),9-1-36(a),22-2-83(a)(b)(c),25
45611,9-1-36(a),22-2-45,9-1-36(a),119
45612,9-1-36(a),9-1-36(a),9-1-36(a),119
45613,9-1-36(a),22-2-44,9-1-36(a),119
45614,9-1-36(a),22-2-16,9-1-36(a),119
45615,9-1-36(a),9-1-36(a),9-1-36(a),119
45616,22-2-43,22-2-45,22-2-43,16
45617,9-1-36(a),22-2-88(b),9-1-36(a),119
45618,9-1-36(a),9-1-104,9-1-36(a),119
45619,22-2-88,22-2-88(b),22-2-88,33
45620,22-2-88,22-2-83(c),22-2-88,33
45621,22-2-88,22-2-43,22-2-88,33
45622,22-2-88,22-2-43,22-2-88,33
45623,22-2-88,9-1-36(a),22-2-88,33
45624,22-2-88,22-2-88(a),22-2-88,33
45625,9-1-36(a),9-1-36(a),9-1-36(a),119
45626,22-2-43,22-2-88(b),22-2-43,16
45627,9-1-36(a),22-2-43,9-1-36(a),119
45628,22-2-88,9-1-36(a),22-2-88,33
45629,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
45630,9-1-110(a),9-1-111,9-1-110(a),81
45631,9-1-36(a),22-2-88(b),9-1-36(a),119
45632,9-1-36(a),22-2-45,9-1-36(a),119
45633,22-2-88,22-2-43,22-2-88,33
45634,61-4-33,22-2-45,61-4-33,53
45635,9-1-201(a),22-2-88(b),9-1-201(a),86
45636,9-1-206,9-1-36(a),9-1-206,91
45637,9-1-101,9-1-36(a),9-1-101,71
45638,22-2-88,9-1-36(a),22-2-88,33
45639,9-1-36(a),22-2-88(b),9-1-36(a),119
45640,9-1-36(a),22-2-43,9-1-36(a),119
45641,22-2-88,9-1-110(a),22-2-88,33
45642,22-2-43,22-2-88(a),22-2-43,16
45643,9-1-36(a),9-1-111,9-1-36(a),119
45644,9-1-36(a),9-1-113,9-1-36(a),119
45645,9-1-36(a),9-1-43(a) - (Stories,9-1-36(a),119
45646,9-1-36(a),9-1-50(a),9-1-36(a),119
45647,9-1-36(a),9-1-111,9-1-36(a),119
45648,22-2-88,9-1-36(a),22-2-88,33
45649,9-1-36(a),22-2-43,9-1-36(a),119
45650,9-1-36(a),22-2-88(b),9-1-36(a),119
45651,22-2-88,22-2-88(b),22-2-88,33
45652,9-1-36(a),22-2-21(b),9-1-36(a),119
45653,9-1-36(a),22-2-43,9-1-36(a),119
45654,9-1-105,22-2-43,9-1-105,76
45655,9-1-36(a),22-2-88(b),9-1-36(a),119
45656,22-2-88,9-1-104,22-2-88,33
45657,22-2-88,22-2-43,22-2-88,33
45658,9-1-105,22-2-88(b),9-1-105,76
45659,22-2-88,9-1-113,22-2-88,33
45660,9-1-36(a),22-2-45,9-1-36(a),119
45661,9-1-36(a),22-2-45,9-1-36(a),119
45662,9-1-36(a),9-1-110(a),9-1-36(a),119
45663,9-1-36(a),22-2-88(b),9-1-36(a),119
45664,22-2-88,22-2-43,22-2-88,33
45665,22-2-83,22-2-45,22-2-83,24
45666,22-2-88,22-2-88(b),22-2-88,33
45667,9-1-36(a),22-2-43,9-1-36(a),119
45668,22-2-88,9-1-111,22-2-88,33
45669,22-2-88,22-2-45,22-2-88,33
45670,22-2-88,22-2-88(a),22-2-88,33
45671,9-1-36(a),22-2-43,9-1-36(a),119
45672,9-1-36(a),9-1-111,9-1-36(a),119
45673,22-2-88,22-2-43,22-2-88,33
45674,9-1-36(a),22-2-43,9-1-36(a),119
45675,9-1-36(a),22-2-88(b),9-1-36(a),119
45676,9-1-36(a),9-1-36(a),9-1-36(a),119
45677,9-1-36(a),9-1-111,9-1-36(a),119
45678,9-1-36(a),9-1-36(a),9-1-36(a),119
45679,22-2-88,22-2-43,22-2-88,33
45680,22-2-88,22-2-88(a),22-2-88,33
45681,22-2-88,9-1-111,22-2-88,33
45682,22-2-88,22-2-43,22-2-88,33
45683,22-2-45,22-2-88(b),22-2-45,18
45684,22-2-88,9-1-113,22-2-88,33
45685,22-2-88,9-1-104,22-2-88,33
45686,9-1-36(a),22-2-88(b),9-1-36(a),119
45687,9-1-36(a),9-1-111,9-1-36(a),119
45688,9-1-36(a),9-1-36(a),9-1-36(a),119
45689,22-2-88,22-2-43,22-2-88,33
45690,9-1-36(a),22-2-45,9-1-36(a),119
45691,9-1-36(a),9-1-110(a),9-1-36(a),119
45692,22-2-88,22-2-45,22-2-88,33
45693,22-2-88,22-2-43,22-2-88,33
45694,22-2-88,22-2-43,22-2-88,33
45695,9-1-36(a),22-2-88(b),9-1-36(a),119
45696,9-1-36(a),22-2-88(b),9-1-36(a),119
45697,9-1-36(a),9-1-111,9-1-36(a),119
45698,22-2-88,9-1-111,22-2-88,33
45699,9-1-36(a),22-2-88(b),9-1-36(a),119
45700,22-2-88,22-2-45,22-2-88,33
45701,9-1-36(a),22-2-88(b),9-1-36(a),119
45702,22-2-88,22-2-88(b),22-2-88,33
45703,9-1-36(a),9-1-111,9-1-36(a),119
45704,9-1-36(a),22-2-88(b),9-1-36(a),119
45705,22-2-88,9-1-104,22-2-88,33
45706,22-2-45,9-1-111,22-2-45,18
45707,22-2-88,22-2-88(b),22-2-88,33
45708,22-2-88,9-1-36(a),22-2-88,33
45709,9-1-105,22-2-88(a),9-1-105,76
45710,22-2-88,22-2-88(b),22-2-88,33
45711,9-1-36(a),22-2-43,9-1-36(a),119
45712,9-1-36(a),22-2-43,9-1-36(a),119
45713,22-2-45,9-1-36(a),22-2-45,18
45714,9-1-36(a),9-1-82(d) - (Structu,9-1-36(a),119
45715,9-1-36(a),22-2-88(a),9-1-36(a),119
45716,22-2-88,22-2-88(a),22-2-88,33
45717,9-1-36(a),22-2-88(b),9-1-36(a),119
45718,22-2-88,22-2-88(b),22-2-88,33
45719,22-2-45,22-2-43,22-2-45,18
45720,9-1-36(a),22-2-88(b),9-1-36(a),119
45721,9-1-36(a),9-1-111,9-1-36(a),119
45722,9-1-36(a),9-1-36(a),9-1-36(a),119
45723,22-2-88,22-2-43,22-2-88,33
45724,22-2-88,22-2-45,22-2-88,33
45725,22-2-88,22-2-43,22-2-88,33
45726,9-1-36(a),22-2-88(b),9-1-36(a),119
45727,9-1-36(a),22-2-43,9-1-36(a),119
45728,22-2-88,9-1-110(a),22-2-88,33
45729,22-2-88,22-2-88(a),22-2-88,33
45730,22-2-83,22-2-88(a),22-2-83,24
45731,22-2-88,22-2-43,22-2-88,33
45732,9-1-36(a),22-2-88(b),9-1-36(a),119
45733,9-1-36(a),22-2-43,9-1-36(a),119
45734,22-2-88,19420901,22-2-88,33
45735,22-2-88,22-2-43,22-2-88,33
45736,9-1-36(a),22-2-43,9-1-36(a),119
45737,9-1-36(a),9-1-111,9-1-36(a),119
45738,9-1-36(a),9-1-113,9-1-36(a),119
45739,9-1-36(a),9-1-36(a),9-1-36(a),119
45740,9-1-36(a),22-2-88(b),9-1-36(a),119
45741,22-2-88,9-1-36(a),22-2-88,33
45742,9-1-36(a),22-2-88(b),9-1-36(a),119
45743,22-2-88,9-1-36(a),22-2-88,33
45744,9-1-36(a),22-2-88(b),9-1-36(a),119
45745,9-1-36(a),22-2-45,9-1-36(a),119
45746,22-2-88,22-2-45,22-2-88,33
45747,9-1-36(a),22-2-45,9-1-36(a),119
45748,9-1-36(a),9-1-36(a),9-1-36(a),119
45749,22-2-88,22-2-88(b),22-2-88,33
45750,9-1-36(a),9-1-110(a),9-1-36(a),119
45751,9-1-105,22-2-88(a),9-1-105,76
45752,22-2-88,9-1-36(a),22-2-88,33
45753,22-2-88,22-2-61,22-2-88,33
45754,9-1-36(a),9-1-36(a),9-1-36(a),119
45755,22-2-88,22-2-88(b),22-2-88,33
45756,9-1-36(a),22-2-61,9-1-36(a),119
45757,22-2-88,22-2-61,22-2-88,33
45758,9-1-36(a),9-1-113,9-1-36(a),119
45759,22-2-88,9-1-111,22-2-88,33
45760,9-1-36(a),22-2-88(b),9-1-36(a),119
45761,22-2-17,9-1-104,22-2-17,7
45762,22-2-88,22-2-88(b),22-2-88,33
45763,9-1-209,9-1-36(a),9-1-209,94
45764,22-2-88,22-2-45,22-2-88,33
45765,22-2-83,9-1-36(a),22-2-83,24
45766,9-1-36(a),9-1-36(a),9-1-36(a),119
45767,9-1-36(a),9-1-36(a),9-1-36(a),119
45768,22-2-88,9-1-36(a),22-2-88,33
45769,22-2-88,22-2-88(b),22-2-88,33
45770,22-2-88,9-1-36(a),22-2-88,33
45771,9-1-36(a),22-2-45,9-1-36(a),119
45772,22-2-88,22-2-88(b),22-2-88,33
45773,9-1-36(a),22-2-88(b),9-1-36(a),119
45774,9-1-36(a),22-2-45,9-1-36(a),119
45775,22-2-88,22-2-88(b),22-2-88,33
45776,22-2-88,9-1-36(a),22-2-88,33
45777,9-1-36(a),22-2-88(b),9-1-36(a),119
45778,9-1-36(a),22-2-45,9-1-36(a),119
45779,9-1-36(a),9-1-110(a),9-1-36(a),119
45780,9-1-36(a),22-2-88(b),9-1-36(a),119
45781,9-1-36(a),22-2-88(b),9-1-36(a),119
45782,9-1-36(a),9-1-36(a),9-1-36(a),119
45783,9-1-36(a),22-2-88(b),9-1-36(a),119
45784,22-2-88,9-1-36(a),22-2-88,33
45785,9-1-36(a),9-1-36(a),9-1-36(a),119
45786,22-2-88,22-2-61,22-2-88,33
45787,9-1-36(a),22-2-45,9-1-36(a),119
45788,9-1-36(a),9-1-36(a),9-1-36(a),119
45789,9-1-36(a),22-2-45,9-1-36(a),119
45790,22-2-88,22-2-43,22-2-88,33
45791,22-2-88,22-2-43,22-2-88,33
45792,9-1-36(a),22-2-45,9-1-36(a),119
45793,9-1-36(a),22-2-45,9-1-36(a),119
45794,22-2-88,9-1-111,22-2-88,33
45795,9-1-36(a),9-1-111,9-1-36(a),119
45796,9-1-36(a),9-1-36(a),9-1-36(a),119
45797,9-1-36(a),9-1-111,9-1-36(a),119
45798,9-1-36(a),22-2-43,9-1-36(a),119
45799,9-1-206,22-2-43,9-1-206,91
45800,9-1-205,22-2-45,9-1-205,90
45801,9-1-209,9-1-111,9-1-209,94
45802,9-1-36(a),22-2-88(b),9-1-36(a),119
45803,9-1-36(a),22-2-43,9-1-36(a),119
45804,9-1-36(a),22-2-43,9-1-36(a),119
45805,9-1-36(a),22-2-43,9-1-36(a),119
45806,9-1-36(a),22-2-43,9-1-36(a),119
45807,9-1-36(a),9-1-111,9-1-36(a),119
45808,22-2-88,22-2-45,22-2-88,33
45809,9-1-36(a),9-1-111,9-1-36(a),119
45810,9-1-36(a),9-1-111,9-1-36(a),119
45811,9-1-36(a),22-2-43,9-1-36(a),119
45812,22-2-88,22-2-45,22-2-88,33
45813,9-1-36(a),22-2-43,9-1-36(a),119
45814,9-1-36(a),9-1-36(a),9-1-36(a),119
45815,9-1-36(a),9-1-36(a),9-1-36(a),119
45816,22-2-88,9-1-36(a),22-2-88,33
45817,9-1-36(a),9-1-36(a),9-1-36(a),119
45818,9-1-36(a),22-2-43,9-1-36(a),119
45819,9-1-36(a),9-1-111,9-1-36(a),119
45820,22-2-88,22-2-88(b),22-2-88,33
45821,9-1-36(a),22-2-45,9-1-36(a),119
45822,9-1-36(a),22-2-88(b),9-1-36(a),119
45823,9-1-36(a),22-2-88(b),9-1-36(a),119
45824,22-2-43,22-2-43,22-2-43,16
45825,22-2-88,22-2-88(b),22-2-88,33
45826,9-1-36(a),22-2-43,9-1-36(a),119
45827,19450901,22-2-43,19450901,0
45828,19450901,22-2-45,19450901,0
45829,9-1-36(a),9-1-111,9-1-36(a),119
45830,22-2-88,22-2-43,22-2-88,33
45831,9-1-36(a),22-2-43,9-1-36(a),119
45832,9-1-36(a),22-2-43,9-1-36(a),119
45833,9-1-36(a),22-2-43,9-1-36(a),119
45834,9-1-36(a),9-1-111,9-1-36(a),119
45835,9-1-36(a),22-2-45,9-1-36(a),119
45836,9-1-36(a),9-1-111,9-1-36(a),119
45837,9-1-36(a),9-1-111,9-1-36(a),119
45838,22-2-88,9-1-111,22-2-88,33
45839,9-1-36(a),22-2-88(b),9-1-36(a),119
45840,9-1-36(a),22-2-43,9-1-36(a),119
45841,9-1-36(a),22-2-43,9-1-36(a),119
45842,22-2-88,22-2-43,22-2-88,33
45843,9-1-36(a),9-1-36(a),9-1-36(a),119
45844,9-1-36(a),22-2-88(a),9-1-36(a),119
45845,9-1-36(a),22-2-43,9-1-36(a),119
45846,22-2-88,22-2-45,22-2-88,33
45847,9-1-36(a),22-2-45,9-1-36(a),119
45848,22-2-88,22-2-45,22-2-88,33
45849,9-1-36(a),9-1-36(a),9-1-36(a),119
45850,9-1-36(a),22-2-43,9-1-36(a),119
45851,9-1-36(a),9-1-113,9-1-36(a),119
45852,22-2-88,22-2-43,22-2-88,33
45853,9-1-36(a),22-2-45,9-1-36(a),119
45854,9-1-110(a),22-2-88(b),9-1-110(a),81
45855,9-1-36(a),22-2-88(b),9-1-36(a),119
45856,22-2-88,22-2-88(b),22-2-88,33
45857,9-1-36(a),22-2-45,9-1-36(a),119
45858,22-2-88,9-1-82(d) - (Dwellin,22-2-88,33
45859,9-1-36(a),9-1-36(a),9-1-36(a),119
45860,9-1-36(a),9-1-81(a),9-1-36(a),119
45861,9-1-36(a),22-2-43,9-1-36(a),119
45862,22-2-88,22-2-45,22-2-88,33
45863,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
45864,22-2-88,9-1-36(a),22-2-88,33
45865,9-1-36(a),9-1-81(a),9-1-36(a),119
45866,22-2-88,22-2-61,22-2-88,33
45867,9-1-107,9-1-36(a),9-1-107,78
45868,9-1-105,9-1-81(a),9-1-105,76
45869,9-1-36(a),9-1-36(a),9-1-36(a),119
45870,9-1-36(a),22-2-43,9-1-36(a),119
45871,22-2-88,22-2-88(b),22-2-88,33
45872,9-1-36(a),22-2-45,9-1-36(a),119
45873,9-1-36(a),22-2-61,9-1-36(a),119
45874,9-1-36(a),9-1-36(a),9-1-36(a),119
45875,9-1-36(a),22-2-61,9-1-36(a),119
45876,9-1-36(a),22-2-45,9-1-36(a),119
45877,9-1-36(a),22-2-43,9-1-36(a),119
45878,9-1-36(a),22-2-45,9-1-36(a),119
45879,9-1-36(a),22-2-45,9-1-36(a),119
45880,9-1-36(a),22-2-88(b),9-1-36(a),119
45881,22-2-88,9-1-202,22-2-88,33
45882,9-1-105,22-2-49(a),9-1-105,76
45883,9-1-36(a),22-2-45,9-1-36(a),119
45884,9-1-36(a),22-2-45,9-1-36(a),119
45885,22-2-88,22-2-61,22-2-88,33
45886,9-1-43(a) - (Dwellin,22-2-45,9-1-43(a) - (Dwellin,126
45887,9-1-43(a) - (Dwellin,22-2-43,9-1-43(a) - (Dwellin,126
45888,9-1-36(a),22-2-43,9-1-36(a),119
45889,9-1-36(a),22-2-43,9-1-36(a),119
45890,9-1-36(a),22-2-88(a),9-1-36(a),119
45891,9-1-36(a),22-2-88(b),9-1-36(a),119
45892,22-2-88,22-2-88(b),22-2-88,33
45893,9-1-36(a),22-2-88(b),9-1-36(a),119
45894,9-1-36(a),22-2-61,9-1-36(a),119
45895,9-1-36(a),22-2-43,9-1-36(a),119
45896,9-1-36(a),9-1-36(a),9-1-36(a),119
45897,22-2-88,9-1-36(a),22-2-88,33
45898,22-2-88,9-1-82(d) - (Dwellin,22-2-88,33
45899,22-2-88,9-1-81(a),22-2-88,33
45900,22-2-88,22-2-45,22-2-88,33
45901,9-1-36(a),22-2-43,9-1-36(a),119
45902,22-2-88,22-2-45,22-2-88,33
45903,9-1-105,22-2-61,9-1-105,76
45904,22-2-45,22-2-88(b),22-2-45,18
45905,22-2-88,22-2-45,22-2-88,33
45906,22-2-88,22-2-88(a),22-2-88,33
45907,9-1-209,22-2-61,9-1-209,94
45908,9-1-36(a),22-2-88(b),9-1-36(a),119
45909,9-1-209,22-2-43,9-1-209,94
45910,9-1-36(a),22-2-43,9-1-36(a),119
45911,19450901,22-2-45,19450901,0
45912,9-1-36(a),22-2-45,9-1-36(a),119
45913,9-1-36(a),22-2-43,9-1-36(a),119
45914,9-1-36(a),22-2-43,9-1-36(a),119
45915,22-2-83,22-2-45,22-2-83,24
45916,22-2-88,22-2-45,22-2-88,33
45917,9-1-36(a),22-2-45,9-1-36(a),119
45918,9-1-36(a),22-2-61,9-1-36(a),119
45919,9-1-36(a),22-2-43,9-1-36(a),119
45920,9-1-36(a),22-2-61,9-1-36(a),119
45921,22-2-88,9-1-113,22-2-88,33
45922,22-2-88,22-2-88(b),22-2-88,33
45923,22-2-88,22-2-45,22-2-88,33
45924,9-1-36(a),22-2-49(a),9-1-36(a),119
45925,9-1-36(a),9-1-36(a),9-1-36(a),119
45926,9-1-36(a),22-2-88(b),9-1-36(a),119
45927,9-1-36(a),22-2-43,9-1-36(a),119
45928,9-1-36(a),22-2-45,9-1-36(a),119
45929,22-2-83,22-2-88(b),22-2-83,24
45930,22-2-88,22-2-43,22-2-88,33
45931,9-1-36(a),22-2-45,9-1-36(a),119
45932,9-1-36(a),22-2-43,9-1-36(a),119
45933,9-1-36(a),22-2-88(b),9-1-36(a),119
45934,9-1-36(a),22-2-16,9-1-36(a),119
45935,22-2-88,22-2-88(b),22-2-88,33
45936,22-2-88,22-2-45,22-2-88,33
45937,9-1-36(a),22-2-88(b),9-1-36(a),119
45938,9-1-36(a),22-2-88(a),9-1-36(a),119
45939,22-2-88,22-2-43,22-2-88,33
45940,22-2-88,9-1-36(a),22-2-88,33
45941,9-1-36(a),22-2-88(b),9-1-36(a),119
45942,9-1-36(a),22-2-45,9-1-36(a),119
45943,9-1-36(a),22-2-43,9-1-36(a),119
45944,9-1-43(a) - (Dwellin,22-2-83,9-1-43(a) - (Dwellin,126
45945,9-1-36(a),22-2-45,9-1-36(a),119
45946,9-1-36(a),9-1-110(a),9-1-36(a),119
45947,9-1-36(a),22-2-43,9-1-36(a),119
45948,22-2-88,9-1-36(a),22-2-88,33
45949,9-1-36(a),22-2-43,9-1-36(a),119
45950,9-1-36(a),9-1-36(a),9-1-36(a),119
45951,9-1-36(a),9-1-36(a),9-1-36(a),119
45952,22-2-88,22-2-43,22-2-88,33
45953,9-1-36(a),22-2-45,9-1-36(a),119
45954,9-1-36(a),9-1-36(a),9-1-36(a),119
45955,9-1-36(a),22-2-88(b),9-1-36(a),119
45956,22-2-88,22-2-88(b),22-2-88,33
45957,22-2-88,22-2-88(b),22-2-88,33
45958,22-2-88,22-2-16,22-2-88,33
45959,22-2-88,22-2-88(b),22-2-88,33
45960,22-2-88,22-2-43,22-2-88,33
45961,9-1-36(a),22-2-43,9-1-36(a),119
45962,9-1-36(a),22-2-43,9-1-36(a),119
45963,9-1-43(a) - (Stories,22-2-43,9-1-43(a) - (Stories,127
45964,22-2-88,9-1-110(a),22-2-88,33
45965,9-1-36(a),9-1-110(a),9-1-36(a),119
45966,22-2-88,22-2-88(b),22-2-88,33
45967,9-1-36(a),22-2-88(b),9-1-36(a),119
45968,22-2-88,22-2-43,22-2-88,33
45969,9-1-36(a),9-1-36(a),9-1-36(a),119
45970,22-2-88,22-2-88(b),22-2-88,33
45971,9-1-110(a),22-2-88(a),9-1-110(a),81
45972,9-1-110(a),22-2-45,9-1-110(a),81
45973,9-1-110(a),9-1-82(d) - (Dwellin,9-1-110(a),81
45974,22-2-88,9-1-36(a),22-2-88,33
45975,9-1-36(a),22-2-43,9-1-36(a),119
45976,9-1-36(a),22-2-43,9-1-36(a),119
45977,9-1-36(a),22-2-45,9-1-36(a),119
45978,9-1-36(a),22-2-45,9-1-36(a),119
45979,22-2-88,22-2-88(b),22-2-88,33
45980,22-2-43,9-1-104,22-2-43,16
45981,9-1-36(a),22-2-88(b),9-1-36(a),119
45982,22-2-88,22-2-88(b),22-2-88,33
45983,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
45984,9-1-36(a),9-1-36(a),9-1-36(a),119
45985,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
45986,9-1-36(a),9-1-81(a),9-1-36(a),119
45987,9-1-36(a),9-1-36(a),9-1-36(a),119
45988,9-1-105,9-1-81(a),9-1-105,76
45989,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
45990,9-1-36(a),9-1-81(a),9-1-36(a),119
45991,61-4-33,9-1-81(a),61-4-33,53
45992,9-1-36(a),9-1-36(a),9-1-36(a),119
45993,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
45994,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
45995,22-2-88,9-1-36(a),22-2-88,33
45996,9-1-210,9-1-82(d) - (Dwellin,9-1-210,95
45997,9-1-206,9-1-36(a),9-1-206,91
45998,9-1-36(a),9-1-81(a),9-1-36(a),119
45999,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46000,9-1-36(a),9-1-81(a),9-1-36(a),119
46001,9-1-36(a),9-1-36(a),9-1-36(a),119
46002,9-1-36(a),22-2-88(b),9-1-36(a),119
46003,9-1-36(a),9-1-104,9-1-36(a),119
46004,9-1-36(a),9-1-104,9-1-36(a),119
46005,9-1-36(a),22-2-88(b),9-1-36(a),119
46006,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46007,22-2-88,9-1-36(a),22-2-88,33
46008,9-1-36(a),9-1-81(a),9-1-36(a),119
46009,9-1-36(a),9-1-36(a),9-1-36(a),119
46010,9-1-36(a),9-1-36(a),9-1-36(a),119
46011,22-2-88,22-2-43,22-2-88,33
46012,22-2-88,9-1-36(a),22-2-88,33
46013,22-2-88,9-1-43(a) - (Dwellin,22-2-88,33
46014,9-1-36(a),9-1-43(a) - (Dwellin,9-1-36(a),119
46015,9-1-36(a),9-1-36(a),9-1-36(a),119
46016,9-1-36(a),9-1-81(a),9-1-36(a),119
46017,22-2-88,9-1-82(d) - (Dwellin,22-2-88,33
46018,22-2-88,9-1-81(a),22-2-88,33
46019,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46020,9-1-36(a),9-1-36(a),9-1-36(a),119
46021,9-1-36(a),9-1-36(a),9-1-36(a),119
46022,9-1-36(a),9-1-36(a),9-1-36(a),119
46023,22-2-88,9-1-113,22-2-88,33
46024,22-2-88,9-1-36(a),22-2-88,33
46025,9-1-36(a),9-1-81(a),9-1-36(a),119
46026,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46027,9-1-36(a),9-1-81(a),9-1-36(a),119
46028,22-2-88,9-1-36(a),22-2-88,33
46029,9-1-36(a),9-1-113,9-1-36(a),119
46030,9-1-36(a),9-1-36(a),9-1-36(a),119
46031,22-2-88,9-1-36(a),22-2-88,33
46032,9-1-36(a),9-1-81(a),9-1-36(a),119
46033,22-2-88,22-2-45,22-2-88,33
46034,9-1-36(a),9-1-111,9-1-36(a),119
46035,22-2-88,9-1-113,22-2-88,33
46036,9-1-105,9-1-36(a),9-1-105,76
46037,22-2-88,9-1-113,22-2-88,33
46038,22-2-88,9-1-36(a),22-2-88,33
46039,22-2-88,9-1-36(a),22-2-88,33
46040,9-1-36(a),9-1-81(a),9-1-36(a),119
46041,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46042,22-2-88,22-2-88(b),22-2-88,33
46043,22-2-88,9-1-81(a),22-2-88,33
46044,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46045,61-4-33,9-1-36(a),61-4-33,53
46046,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46047,22-2-88,9-1-36(a),22-2-88,33
46048,9-1-36(a),9-1-81(a),9-1-36(a),119
46049,9-1-36(a),9-1-36(a),9-1-36(a),119
46050,22-2-88,9-1-82(d) - (Dwellin,22-2-88,33
46051,22-2-83(a)(b)(c),9-1-36(a),22-2-83(a)(b)(c),25
46052,61-4-33,9-1-81(a),61-4-33,53
46053,9-1-36(a),22-2-88(b),9-1-36(a),119
46054,9-1-36(a),9-1-81(a),9-1-36(a),119
46055,9-1-36(a),9-1-36(a),9-1-36(a),119
46056,22-2-88,9-1-82(d) - (Dwellin,22-2-88,33
46057,9-1-36(a),9-1-36(a),9-1-36(a),119
46058,9-1-36(a),22-2-43,9-1-36(a),119
46059,9-1-36(a),9-1-36(a),9-1-36(a),119
46060,9-1-201(b),22-2-88(b),9-1-201(b),87
46061,22-2-88,9-1-104,22-2-88,33
46062,9-1-36(a),9-1-36(a),9-1-36(a),119
46063,22-2-88,9-1-113,22-2-88,33
46064,22-2-83(a)(b)(c),9-1-36(a),22-2-83(a)(b)(c),25
46065,9-1-36(a),9-1-36(a),9-1-36(a),119
46066,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46067,22-2-88,9-1-81(a),22-2-88,33
46068,22-2-88,9-1-81(a),22-2-88,33
46069,22-2-88,9-1-82(d) - (Dwellin,22-2-88,33
46070,9-1-36(a),9-1-36(a),9-1-36(a),119
46071,22-2-88,9-1-36(a),22-2-88,33
46072,22-2-21(b),9-1-36(a),22-2-21(b),10
46073,9-1-36(a),22-2-45,9-1-36(a),119
46074,22-2-88,22-2-88(b),22-2-88,33
46075,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46076,9-1-36(a),9-1-81(a),9-1-36(a),119
46077,22-2-88,9-1-36(a),22-2-88,33
46078,22-2-88,9-1-82(d) - (Dwellin,22-2-88,33
46079,22-2-88,9-1-81(a),22-2-88,33
46080,22-2-88,9-1-36(a),22-2-88,33
46081,9-1-36(a),9-1-81(a),9-1-36(a),119
46082,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46083,9-1-36(a),9-1-36(a),9-1-36(a),119
46084,22-2-88,9-1-110(a),22-2-88,33
46085,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46086,9-1-36(a),9-1-81(a),9-1-36(a),119
46087,9-1-36(a),9-1-36(a),9-1-36(a),119
46088,22-2-88,22-2-45,22-2-88,33
46089,22-2-88,22-2-43,22-2-88,33
46090,22-2-88,9-1-36(a),22-2-88,33
46091,9-1-36(a),9-1-36(a),9-1-36(a),119
46092,22-2-87,9-1-36(a),22-2-87,31
46093,22-2-88,22-2-45,22-2-88,33
46094,61-4-33,22-2-88(a),61-4-33,53
46095,9-1-36(a),9-1-81(a),9-1-36(a),119
46096,9-1-36(a),9-1-82(d) - (Dwellin,9-1-36(a),119
46097,9-1-209,9-1-36(a),9-1-209,94
46098,9-1-36(a),22-2-88(b),9-1-36(a),119
46099,9-1-36(a),9-1-81(a),9-1-36(a),119
